-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/02/1981 through 02/01/2024 
Location: Latitude  36.7529   Longitude 3.042 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 44.61 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,MO,DY,T2M_MAX,T2M_MIN
2012,5,10,21.41,17.87
2012,5,11,20.83,17.95
2012,5,12,20.77,17.7
2012,5,13,22.37,18.22
2012,5,14,20.17,18.19
2012,5,15,20.65,18.16
2012,5,16,19.94,17.73
2012,5,17,21.94,17.42
2012,5,18,24.7,18.43
2012,5,19,21.09,18.12
2012,5,20,19.07,16.8
2012,5,21,17.97,16.9
2012,5,22,19.37,16.66
2012,5,23,20.18,17.16
2012,5,24,21.2,17.72
2012,5,25,21.21,18.17
2012,5,26,21.6,19.05
2012,5,27,21.98,19.41
2012,5,28,21.87,18.73
2012,5,29,20.53,18.41
2012,5,30,22.98,18.76
2012,5,31,23.73,19.35
2012,6,1,24.8,19.85
2012,6,2,24.48,20.4
2012,6,3,23.54,20.19
2012,6,4,22.45,20.05
2012,6,5,24.27,20.33
2012,6,6,25.09,20.26
2012,6,7,29.29,21.82
2012,6,8,24.13,20.69
2012,6,9,22.68,20.6
2012,6,10,23.92,20.48
2012,6,11,25.25,22.4
2012,6,12,23.67,20.44
2012,6,13,23.51,20.21
2012,6,14,24.91,20.48
2012,6,15,22.68,19.97
2012,6,16,22.3,20.53
2012,6,17,23.77,20.54
2012,6,18,26.04,21.58
2012,6,19,29.72,22.47
2012,6,20,24.15,21.95
2012,6,21,25.61,22.32
2012,6,22,25.76,22.04
2012,6,23,25.23,21.98
2012,6,24,26.39,22.87
2012,6,25,26.3,22.31
2012,6,26,28.19,23.57
2012,6,27,28.18,24.68
2012,6,28,29.51,24.88
2012,6,29,29.12,25.75
2012,6,30,29.26,25.24
2012,7,1,26.09,23.02
2012,7,2,25.13,22.28
2012,7,3,25.37,22.65
2012,7,4,26.29,22.65
2012,7,5,26.87,22.97
2012,7,6,26.58,23.55
2012,7,7,27.95,23.92
2012,7,8,26.08,23.63
2012,7,9,28.51,24.07
2012,7,10,27.95,25.05
2012,7,11,27.8,25.34
2012,7,12,27.41,24.5
2012,7,13,28.49,25.05
2012,7,14,30.67,24.72
2012,7,15,27.16,24.33
2012,7,16,25.41,23.23
2012,7,17,25.05,22.59
2012,7,18,25.96,22.1
2012,7,19,27.8,22.86
2012,7,20,26.49,23.49
2012,7,21,26.46,23.42
2012,7,22,26.07,23.55
2012,7,23,25.57,22.34
2012,7,24,25.44,22.07
2012,7,25,27.68,23.08
2012,7,26,29.98,24.9
2012,7,27,27.94,24.14
2012,7,28,26.27,23.06
2012,7,29,25.8,23.06
2012,7,30,26.9,23.55
2012,7,31,28.61,25.13
2012,8,1,28.48,25.49
2012,8,2,28.69,25.55
2012,8,3,29.05,25.51
2012,8,4,27.46,25.07
2012,8,5,28.14,25.87
2012,8,6,27.61,24.55
2012,8,7,28.4,24.37
2012,8,8,29.76,25.9
2012,8,9,29.79,25.75
2012,8,10,29.05,26.01
2012,8,11,28.94,26.23
2012,8,12,29.93,27.08
2012,8,13,29.13,24.94
2012,8,14,28.2,24.51
2012,8,15,29.25,25.99
2012,8,16,29.64,26.01
2012,8,17,31.83,27.19
2012,8,18,30.86,26.82
2012,8,19,29.63,26.07
2012,8,20,29.48,25.91
2012,8,21,30.35,26.05
2012,8,22,31.15,26.94
2012,8,23,30.98,26.33
2012,8,24,30.38,26.09
2012,8,25,30.05,26.65
2012,8,26,28.8,26.23
2012,8,27,29.16,25.94
2012,8,28,29.06,26.78
2012,8,29,29.58,26.09
2012,8,30,28.43,25.22
2012,8,31,25.69,23.77
2012,9,1,25.39,22.66
2012,9,2,23.28,21.4
2012,9,3,23.68,21.58
2012,9,4,24.53,22.49
2012,9,5,25.67,22.63
2012,9,6,25.9,23.44
2012,9,7,25.6,23.26
2012,9,8,24.98,22.75
2012,9,9,24.93,22.69
2012,9,10,25.67,23.45
2012,9,11,25.04,22.03
2012,9,12,25.76,22.32
2012,9,13,24.15,21.69
2012,9,14,22.87,21.25
2012,9,15,24.47,20.89
2012,9,16,27.08,21.9
2012,9,17,27.3,23.33
2012,9,18,26.96,23.07
2012,9,19,25.85,23.55
2012,9,20,26.91,23.11
2012,9,21,33.25,24.94
2012,9,22,28.1,23.5
2012,9,23,27.03,24.4
2012,9,24,26.15,24.13
2012,9,25,26.52,23.2
2012,9,26,26.1,22.28
2012,9,27,25.3,22.39
2012,9,28,28.18,22.48
2012,9,29,23.88,20.81
2012,9,30,23.06,21.44
2012,10,1,22.13,20.61
2012,10,2,23.46,21.05
2012,10,3,24.69,21.05
2012,10,4,26.82,22.6
2012,10,5,27.08,23.76
2012,10,6,24.43,22.67
2012,10,7,24.37,22.05
2012,10,8,24.86,22.08
2012,10,9,25.72,22.77
2012,10,10,25.87,22.97
2012,10,11,25.51,23.27
2012,10,12,24.29,21.99
2012,10,13,22.81,20.22
2012,10,14,23.08,20.11
2012,10,15,21.37,19.02
2012,10,16,21.52,18.98
2012,10,17,26.69,19.87
2012,10,18,28.67,22.17
2012,10,19,27.43,21.94
2012,10,20,25.15,19.1
2012,10,21,21.55,18.92
2012,10,22,21.12,18.42
2012,10,23,21.42,18.98
2012,10,24,21.58,18.3
2012,10,25,25.83,20.01
2012,10,26,23.41,20.41
2012,10,27,21.37,19.08
2012,10,28,18.62,16.08
2012,10,29,19.07,16.17
2012,10,30,21.64,18.19
2012,10,31,19.37,18.15
2012,11,1,20.71,18.07
2012,11,2,21.04,18.9
2012,11,3,23.51,19.27
2012,11,4,25.12,21.19
2012,11,5,22.9,19.0
2012,11,6,18.9,17.03
2012,11,7,19.47,17.29
2012,11,8,24.69,18.61
2012,11,9,24.55,18.79
2012,11,10,19.73,15.77
2012,11,11,19.18,15.89
2012,11,12,19.23,16.25
2012,11,13,19.44,16.11
2012,11,14,17.23,14.58
2012,11,15,18.73,16.57
2012,11,16,19.07,17.09
2012,11,17,19.14,15.73
2012,11,18,18.38,16.51
2012,11,19,17.37,15.87
2012,11,20,18.07,15.36
2012,11,21,18.76,15.68
2012,11,22,18.64,15.69
2012,11,23,18.55,15.32
2012,11,24,20.07,15.21
2012,11,25,19.18,15.44
2012,11,26,19.85,15.16
2012,11,27,18.08,14.47
2012,11,28,14.75,13.78
2012,11,29,14.68,13.21
2012,11,30,14.26,12.48
2012,12,1,13.71,11.94
2012,12,2,14.04,12.68
2012,12,3,15.71,13.33
2012,12,4,16.12,13.3
2012,12,5,15.81,13.84
2012,12,6,15.26,13.51
2012,12,7,16.15,13.39
2012,12,8,15.98,13.98
2012,12,9,14.83,13.35
2012,12,10,15.05,11.99
2012,12,11,14.95,13.04
2012,12,12,15.51,13.01
2012,12,13,15.73,13.18
2012,12,14,17.02,13.9
2012,12,15,18.26,14.55
2012,12,16,17.4,15.87
2012,12,17,17.42,14.89
2012,12,18,16.73,14.27
2012,12,19,16.69,13.97
2012,12,20,17.33,14.79
2012,12,21,17.03,14.52
2012,12,22,16.97,14.84
2012,12,23,18.65,14.76
2012,12,24,19.01,14.65
2012,12,25,19.01,14.54
2012,12,26,15.99,14.0
2012,12,27,15.69,13.81
2012,12,28,15.51,13.37
2012,12,29,15.72,12.85
2012,12,30,15.8,13.62
2012,12,31,14.96,13.19
2013,1,1,14.34,12.72
2013,1,2,14.19,10.82
2013,1,3,13.15,11.55
2013,1,4,13.97,12.54
2013,1,5,15.19,12.18
2013,1,6,15.67,13.05
2013,1,7,15.73,13.05
2013,1,8,15.84,12.64
2013,1,9,16.15,12.79
2013,1,10,15.68,13.79
2013,1,11,15.4,13.55
2013,1,12,15.38,13.4
2013,1,13,15.19,12.81
2013,1,14,12.92,11.89
2013,1,15,14.33,12.15
2013,1,16,15.01,13.55
2013,1,17,15.67,13.77
2013,1,18,17.12,14.77
2013,1,19,18.93,13.76
2013,1,20,14.25,12.2
2013,1,21,15.37,13.38
2013,1,22,13.88,12.5
2013,1,23,13.55,10.87
2013,1,24,14.81,12.08
2013,1,25,13.14,11.44
2013,1,26,14.41,11.53
2013,1,27,16.22,12.29
2013,1,28,15.55,12.78
2013,1,29,15.31,12.56
2013,1,30,16.4,13.56
2013,1,31,16.34,13.73
2013,2,1,17.68,13.71
2013,2,2,16.09,12.65
2013,2,3,12.33,10.9
2013,2,4,13.14,10.64
2013,2,5,14.68,11.31
2013,2,6,14.14,12.25
2013,2,7,12.69,10.7
2013,2,8,12.48,10.73
2013,2,9,11.07,8.19
2013,2,10,13.72,10.29
2013,2,11,13.26,10.56
2013,2,12,12.15,10.98
2013,2,13,13.2,11.4
2013,2,14,13.71,11.92
2013,2,15,15.56,11.83
2013,2,16,14.89,11.72
2013,2,17,14.9,12.55
2013,2,18,14.79,12.56
2013,2,19,15.39,12.55
2013,2,20,14.55,12.8
2013,2,21,14.94,12.68
2013,2,22,16.37,13.53
2013,2,23,15.37,9.77
2013,2,24,11.02,9.48
2013,2,25,10.09,9.23
2013,2,26,10.14,8.15
2013,2,27,14.72,8.14
2013,2,28,15.91,10.86
2013,3,1,12.26,10.75
2013,3,2,13.46,11.54
2013,3,3,14.78,11.98
2013,3,4,17.15,11.85
2013,3,5,16.97,14.59
2013,3,6,16.83,14.35
2013,3,7,17.35,15.15
2013,3,8,17.73,15.79
2013,3,9,17.19,14.55
2013,3,10,16.23,14.63
2013,3,11,15.35,13.87
2013,3,12,14.92,12.94
2013,3,13,14.66,10.76
2013,3,14,12.7,9.58
2013,3,15,13.12,10.67
2013,3,16,16.34,9.69
2013,3,17,18.18,14.56
2013,3,18,17.28,14.2
2013,3,19,17.18,13.83
2013,3,20,16.48,13.1
2013,3,21,16.5,12.56
2013,3,22,18.26,14.14
2013,3,23,16.08,12.51
2013,3,24,14.58,12.69
2013,3,25,15.4,14.33
2013,3,26,17.22,14.3
2013,3,27,17.17,15.02
2013,3,28,17.08,14.69
2013,3,29,17.7,14.47
2013,3,30,17.17,15.07
2013,3,31,17.23,14.55
2013,4,1,17.41,15.08
2013,4,2,15.94,13.84
2013,4,3,19.56,13.42
2013,4,4,16.31,14.2
2013,4,5,16.63,13.15
2013,4,6,12.95,11.91
2013,4,7,14.4,12.23
2013,4,8,16.68,13.3
2013,4,9,17.89,15.24
2013,4,10,17.34,14.74
2013,4,11,19.08,14.86
2013,4,12,17.83,15.37
2013,4,13,18.6,15.3
2013,4,14,19.8,15.8
2013,4,15,17.38,15.3
2013,4,16,16.96,14.8
2013,4,17,19.44,15.99
2013,4,18,19.35,16.8
2013,4,19,19.62,15.44
2013,4,20,15.87,14.56
2013,4,21,16.44,14.01
2013,4,22,16.05,13.65
2013,4,23,16.24,14.04
2013,4,24,16.52,13.87
2013,4,25,18.97,15.45
2013,4,26,17.19,15.11
2013,4,27,19.48,14.73
2013,4,28,16.93,13.8
2013,4,29,14.92,12.9
2013,4,30,17.54,13.67
2013,5,1,16.8,14.83
2013,5,2,16.54,15.01
2013,5,3,16.7,15.08
2013,5,4,15.83,14.62
2013,5,5,17.01,14.82
2013,5,6,19.69,15.42
2013,5,7,20.78,17.4
2013,5,8,22.87,18.65
2013,5,9,22.0,19.62
2013,5,10,21.29,18.46
2013,5,11,20.05,17.88
2013,5,12,19.54,17.15
2013,5,13,20.32,16.8
2013,5,14,21.08,17.22
2013,5,15,18.6,16.4
2013,5,16,18.13,16.26
2013,5,17,19.33,15.48
2013,5,18,18.28,15.94
2013,5,19,18.26,15.33
2013,5,20,17.75,14.86
2013,5,21,16.87,14.42
2013,5,22,17.31,14.4
2013,5,23,18.94,16.19
2013,5,24,18.78,16.29
2013,5,25,18.57,16.29
2013,5,26,20.38,16.02
2013,5,27,20.3,16.42
2013,5,28,19.26,16.25
2013,5,29,19.15,16.56
2013,5,30,18.43,15.67
2013,5,31,19.12,15.8
2013,6,1,19.32,16.6
2013,6,2,20.73,17.16
2013,6,3,20.26,17.71
2013,6,4,21.43,17.51
2013,6,5,22.92,18.72
2013,6,6,19.8,17.94
2013,6,7,19.95,17.26
2013,6,8,20.62,17.65
2013,6,9,20.71,17.45
2013,6,10,21.28,17.73
2013,6,11,21.9,18.4
2013,6,12,23.48,20.36
2013,6,13,24.33,20.98
2013,6,14,24.05,20.52
2013,6,15,25.36,20.97
2013,6,16,27.34,22.54
2013,6,17,27.14,21.14
2013,6,18,23.4,19.86
2013,6,19,21.67,19.09
2013,6,20,21.65,18.67
2013,6,21,22.72,19.47
2013,6,22,22.05,19.19
2013,6,23,21.95,19.55
2013,6,24,22.54,19.83
2013,6,25,21.94,19.16
2013,6,26,21.99,19.15
2013,6,27,21.47,18.85
2013,6,28,22.35,19.23
2013,6,29,23.39,19.54
2013,6,30,24.82,19.76
2013,7,1,24.11,21.01
2013,7,2,24.44,21.23
2013,7,3,23.16,21.14
2013,7,4,23.26,21.04
2013,7,5,23.09,20.63
2013,7,6,24.23,20.36
2013,7,7,25.39,20.85
2013,7,8,24.94,21.64
2013,7,9,25.27,21.85
2013,7,10,25.74,22.05
2013,7,11,27.88,23.3
2013,7,12,27.3,23.21
2013,7,13,26.29,23.69
2013,7,14,26.09,23.0
2013,7,15,26.05,22.85
2013,7,16,28.33,23.48
2013,7,17,26.44,23.37
2013,7,18,25.8,22.75
2013,7,19,27.51,23.48
2013,7,20,27.58,23.93
2013,7,21,26.63,23.8
2013,7,22,25.63,23.65
2013,7,23,26.48,23.53
2013,7,24,27.58,24.35
2013,7,25,28.62,24.38
2013,7,26,29.11,26.02
2013,7,27,28.73,26.26
2013,7,28,27.87,24.96
2013,7,29,27.3,25.04
2013,7,30,27.28,24.55
2013,7,31,27.1,24.04
2013,8,1,27.61,23.68
2013,8,2,29.84,24.42
2013,8,3,30.03,25.73
2013,8,4,28.22,25.28
2013,8,5,29.24,25.59
2013,8,6,30.04,26.87
2013,8,7,30.66,27.24
2013,8,8,27.91,25.37
2013,8,9,26.92,24.48
2013,8,10,27.05,24.19
2013,8,11,27.45,24.53
2013,8,12,29.02,24.5
2013,8,13,28.28,24.9
2013,8,14,27.66,24.43
2013,8,15,27.95,24.55
2013,8,16,27.62,24.64
2013,8,17,26.81,23.8
2013,8,18,26.77,24.18
2013,8,19,27.8,25.08
2013,8,20,27.28,24.56
2013,8,21,25.97,23.65
2013,8,22,26.96,23.55
2013,8,23,28.39,24.82
2013,8,24,28.51,24.44
2013,8,25,27.54,24.23
2013,8,26,27.8,25.19
2013,8,27,26.27,24.58
2013,8,28,26.94,24.19
2013,8,29,25.85,23.89
2013,8,30,24.54,23.4
2013,8,31,25.53,23.44
2013,9,1,25.59,23.46
2013,9,2,25.24,23.24
2013,9,3,26.11,23.37
2013,9,4,26.66,23.26
2013,9,5,26.0,23.91
2013,9,6,25.62,23.48
2013,9,7,26.23,23.8
2013,9,8,27.24,23.87
2013,9,9,25.33,23.72
2013,9,10,24.23,23.2
2013,9,11,25.62,23.24
2013,9,12,24.5,23.48
2013,9,13,25.09,23.23
2013,9,14,27.01,23.45
2013,9,15,26.13,23.4
2013,9,16,25.19,23.08
2013,9,17,25.54,23.05
2013,9,18,24.88,22.96
2013,9,19,24.77,22.72
2013,9,20,25.3,22.23
2013,9,21,25.68,22.27
2013,9,22,25.05,22.01
2013,9,23,23.42,20.98
2013,9,24,24.57,21.43
2013,9,25,26.16,22.69
2013,9,26,27.93,23.16
2013,9,27,27.51,23.4
2013,9,28,26.7,23.37
2013,9,29,25.4,22.81
2013,9,30,25.67,23.06
2013,10,1,26.42,23.6
2013,10,2,27.19,23.87
2013,10,3,28.52,24.62
2013,10,4,28.97,23.9
2013,10,5,24.42,22.66
2013,10,6,24.2,22.12
2013,10,7,24.13,21.94
2013,10,8,23.49,21.32
2013,10,9,23.93,21.19
2013,10,10,23.9,21.39
2013,10,11,23.88,21.38
2013,10,12,24.08,21.71
2013,10,13,23.84,21.78
2013,10,14,22.85,21.06
2013,10,15,23.75,21.48
2013,10,16,25.4,21.86
2013,10,17,25.82,22.33
2013,10,18,26.54,21.98
2013,10,19,23.08,20.37
2013,10,20,25.14,20.68
2013,10,21,27.71,22.13
2013,10,22,27.14,22.06
2013,10,23,24.6,21.99
2013,10,24,25.18,22.08
2013,10,25,28.72,22.97
2013,10,26,25.51,21.44
2013,10,27,23.07,21.03
2013,10,28,26.01,20.99
2013,10,29,24.41,21.2
2013,10,30,20.8,18.55
2013,10,31,19.81,18.73
2013,11,1,20.66,18.65
2013,11,2,22.26,18.59
2013,11,3,23.05,19.56
2013,11,4,22.55,19.28
2013,11,5,22.06,20.62
2013,11,6,22.29,20.1
2013,11,7,24.12,19.63
2013,11,8,22.33,18.97
2013,11,9,21.22,18.22
2013,11,10,20.46,18.0
2013,11,11,19.57,16.83
2013,11,12,19.15,16.48
2013,11,13,19.9,17.83
2013,11,14,18.24,17.07
2013,11,15,17.26,13.34
2013,11,16,15.15,13.4
2013,11,17,17.65,13.26
2013,11,18,15.39,12.98
2013,11,19,17.21,15.22
2013,11,20,16.55,13.92
2013,11,21,16.31,13.7
2013,11,22,16.46,13.98
2013,11,23,14.51,13.58
2013,11,24,14.87,13.19
2013,11,25,14.54,13.16
2013,11,26,13.83,11.98
2013,11,27,12.69,11.65
2013,11,28,13.61,11.19
2013,11,29,12.83,11.16
2013,11,30,13.01,11.58
2013,12,1,13.44,11.32
2013,12,2,14.3,13.08
2013,12,3,15.48,13.73
2013,12,4,16.19,14.31
2013,12,5,15.39,13.24
2013,12,6,14.97,11.9
2013,12,7,15.63,12.26
2013,12,8,16.19,12.68
2013,12,9,16.27,12.5
2013,12,10,15.26,12.74
2013,12,11,16.94,12.4
2013,12,12,17.26,12.4
2013,12,13,16.41,13.37
2013,12,14,15.12,13.79
2013,12,15,16.05,13.08
2013,12,16,16.95,12.71
2013,12,17,16.29,12.58
2013,12,18,14.94,13.65
2013,12,19,16.4,12.63
2013,12,20,14.39,12.87
2013,12,21,16.01,13.43
2013,12,22,15.6,13.71
2013,12,23,14.26,13.03
2013,12,24,17.08,12.52
2013,12,25,16.48,13.8
2013,12,26,14.59,13.18
2013,12,27,16.18,13.84
2013,12,28,17.08,13.11
2013,12,29,15.07,12.33
2013,12,30,13.29,11.82
2013,12,31,14.38,11.01
2014,1,1,15.06,12.18
2014,1,2,16.37,13.15
2014,1,3,17.85,14.4
2014,1,4,18.07,13.97
2014,1,5,15.01,12.69
2014,1,6,17.06,13.48
2014,1,7,17.4,14.1
2014,1,8,18.22,12.88
2014,1,9,17.8,12.76
2014,1,10,17.77,13.6
2014,1,11,16.76,14.01
2014,1,12,14.33,13.22
2014,1,13,16.16,13.28
2014,1,14,14.76,13.31
2014,1,15,14.98,13.54
2014,1,16,16.89,12.64
2014,1,17,14.75,13.82
2014,1,18,16.67,12.54
2014,1,19,15.34,12.14
2014,1,20,13.8,12.9
2014,1,21,14.24,12.39
2014,1,22,14.4,12.15
2014,1,23,13.35,11.76
2014,1,24,14.51,11.67
2014,1,25,15.51,14.72
2014,1,26,15.8,13.8
2014,1,27,16.11,13.84
2014,1,28,14.44,12.3
2014,1,29,15.52,12.24
2014,1,30,13.4,11.4
2014,1,31,13.72,11.19
2014,2,1,15.0,11.74
2014,2,2,14.86,10.83
2014,2,3,13.33,10.28
2014,2,4,14.02,12.58
2014,2,5,16.55,12.58
2014,2,6,17.9,13.92
2014,2,7,15.62,12.58
2014,2,8,16.01,11.74
2014,2,9,16.97,14.41
2014,2,10,16.33,10.65
2014,2,11,12.98,11.68
2014,2,12,14.29,12.11
2014,2,13,17.1,13.28
2014,2,14,18.15,14.51
2014,2,15,18.89,14.22
2014,2,16,17.43,13.21
2014,2,17,17.08,12.09
2014,2,18,15.94,12.34
2014,2,19,14.32,12.44
2014,2,20,14.86,12.39
2014,2,21,15.94,12.52
2014,2,22,13.44,11.35
2014,2,23,15.13,10.99
2014,2,24,15.65,12.13
2014,2,25,14.19,11.13
2014,2,26,15.08,12.57
2014,2,27,13.19,11.77
2014,2,28,16.19,12.27
2014,3,1,15.01,12.99
2014,3,2,15.19,13.77
2014,3,3,16.24,14.43
2014,3,4,14.46,13.15
2014,3,5,15.04,12.75
2014,3,6,14.12,11.75
2014,3,7,14.32,11.74
2014,3,8,15.06,11.37
2014,3,9,14.58,12.16
2014,3,10,13.59,12.23
2014,3,11,14.4,12.58
2014,3,12,14.91,11.46
2014,3,13,14.47,12.96
2014,3,14,13.58,12.73
2014,3,15,14.31,12.12
2014,3,16,15.3,12.12
2014,3,17,16.5,13.15
2014,3,18,17.52,13.27
2014,3,19,16.55,13.66
2014,3,20,15.62,13.23
2014,3,21,15.08,13.23
2014,3,22,17.15,13.01
2014,3,23,15.2,13.31
2014,3,24,15.94,12.57
2014,3,25,15.74,14.17
2014,3,26,13.53,11.9
2014,3,27,14.45,12.84
2014,3,28,18.7,12.08
2014,3,29,18.17,13.87
2014,3,30,15.08,12.48
2014,3,31,16.44,12.62
2014,4,1,21.24,14.3
2014,4,2,20.23,15.46
2014,4,3,15.48,13.15
2014,4,4,15.62,14.23
2014,4,5,16.25,14.28
2014,4,6,17.94,14.19
2014,4,7,18.76,15.43
2014,4,8,20.15,15.58
2014,4,9,18.47,15.48
2014,4,10,17.73,15.11
2014,4,11,20.77,16.1
2014,4,12,19.8,15.7
2014,4,13,17.82,15.33
2014,4,14,18.11,14.68
2014,4,15,18.64,15.44
2014,4,16,18.53,16.49
2014,4,17,18.62,16.23
2014,4,18,19.38,15.83
2014,4,19,21.21,16.49
2014,4,20,18.46,16.8
2014,4,21,19.4,16.24
2014,4,22,17.97,15.86
2014,4,23,19.15,15.5
2014,4,24,19.65,16.15
2014,4,25,17.92,15.31
2014,4,26,18.19,15.14
2014,4,27,18.15,16.04
2014,4,28,19.04,16.34
2014,4,29,20.64,17.4
2014,4,30,20.37,17.72
2014,5,1,20.24,17.24
2014,5,2,19.5,16.05
2014,5,3,18.53,15.94
2014,5,4,19.11,16.26
2014,5,5,19.14,15.62
2014,5,6,20.75,16.06
2014,5,7,20.0,16.78
2014,5,8,19.97,17.23
2014,5,9,20.78,17.87
2014,5,10,20.93,17.35
2014,5,11,21.94,18.95
2014,5,12,23.0,18.28
2014,5,13,20.04,17.4
2014,5,14,18.64,16.09
2014,5,15,18.72,15.62
2014,5,16,18.62,16.17
2014,5,17,20.21,16.53
2014,5,18,18.86,16.22
2014,5,19,20.24,15.76
2014,5,20,22.76,17.87
2014,5,21,20.74,17.04
2014,5,22,20.22,17.85
2014,5,23,20.08,17.12
2014,5,24,20.83,16.23
2014,5,25,19.78,16.26
2014,5,26,20.13,17.8
2014,5,27,20.28,17.18
2014,5,28,20.1,18.07
2014,5,29,20.46,18.51
2014,5,30,23.14,18.39
2014,5,31,21.55,18.63
2014,6,1,18.68,17.33
2014,6,2,17.36,16.61
2014,6,3,20.35,16.73
2014,6,4,24.11,19.51
2014,6,5,24.65,20.49
2014,6,6,25.97,20.81
2014,6,7,25.54,21.8
2014,6,8,23.57,21.32
2014,6,9,23.73,20.73
2014,6,10,22.33,20.12
2014,6,11,23.69,20.61
2014,6,12,24.31,21.19
2014,6,13,24.83,21.15
2014,6,14,25.13,22.01
2014,6,15,25.49,21.51
2014,6,16,22.76,20.37
2014,6,17,22.74,20.08
2014,6,18,24.33,20.43
2014,6,19,26.03,21.79
2014,6,20,26.81,21.82
2014,6,21,24.59,21.23
2014,6,22,25.08,21.4
2014,6,23,23.46,20.53
2014,6,24,23.63,21.03
2014,6,25,23.69,21.17
2014,6,26,24.32,20.56
2014,6,27,27.0,21.99
2014,6,28,27.05,23.26
2014,6,29,26.48,22.4
2014,6,30,25.06,21.95
2014,7,1,26.26,22.72
2014,7,2,26.55,22.03
2014,7,3,24.31,21.47
2014,7,4,24.92,21.9
2014,7,5,25.72,22.55
2014,7,6,26.19,23.23
2014,7,7,26.14,23.04
2014,7,8,25.51,22.75
2014,7,9,25.77,22.94
2014,7,10,24.83,22.4
2014,7,11,25.4,22.87
2014,7,12,26.4,22.94
2014,7,13,26.54,23.18
2014,7,14,26.9,23.6
2014,7,15,27.26,23.5
2014,7,16,27.45,23.87
2014,7,17,27.83,24.13
2014,7,18,32.33,25.52
2014,7,19,30.69,25.31
2014,7,20,26.7,23.31
2014,7,21,25.99,23.09
2014,7,22,25.83,23.1
2014,7,23,28.28,24.0
2014,7,24,29.85,25.06
2014,7,25,26.54,23.8
2014,7,26,26.14,23.82
2014,7,27,27.02,23.4
2014,7,28,27.08,24.33
2014,7,29,26.3,23.56
2014,7,30,26.56,22.87
2014,7,31,28.07,24.25
2014,8,1,27.68,24.78
2014,8,2,27.23,24.05
2014,8,3,27.27,23.76
2014,8,4,26.89,24.43
2014,8,5,26.22,23.32
2014,8,6,26.1,23.7
2014,8,7,28.23,24.78
2014,8,8,30.21,25.39
2014,8,9,29.44,26.31
2014,8,10,28.62,26.22
2014,8,11,28.79,25.35
2014,8,12,26.81,24.65
2014,8,13,28.73,24.9
2014,8,14,27.69,24.82
2014,8,15,27.04,24.57
2014,8,16,26.05,24.01
2014,8,17,25.85,23.19
2014,8,18,27.97,23.57
2014,8,19,25.71,23.42
2014,8,20,25.62,22.48
2014,8,21,27.23,23.9
2014,8,22,28.15,24.69
2014,8,23,26.62,24.25
2014,8,24,26.96,24.01
2014,8,25,27.52,24.05
2014,8,26,27.05,24.03
2014,8,27,29.02,24.96
2014,8,28,28.4,24.94
2014,8,29,28.34,25.28
2014,8,30,27.37,24.59
2014,8,31,26.31,24.13
2014,9,1,26.78,23.65
2014,9,2,27.51,24.25
2014,9,3,27.98,24.84
2014,9,4,27.46,24.55
2014,9,5,26.92,23.66
2014,9,6,26.49,23.28
2014,9,7,28.15,24.73
2014,9,8,28.41,25.37
2014,9,9,28.0,25.2
2014,9,10,26.55,24.53
2014,9,11,28.08,24.55
2014,9,12,28.01,24.4
2014,9,13,27.52,24.16
2014,9,14,27.72,25.07
2014,9,15,28.87,25.12
2014,9,16,29.49,25.06
2014,9,17,27.79,24.63
2014,9,18,27.01,24.13
2014,9,19,26.54,24.66
2014,9,20,28.9,26.38
2014,9,21,28.9,26.11
2014,9,22,27.4,23.95
2014,9,23,26.19,23.12
2014,9,24,25.45,22.77
2014,9,25,25.14,23.08
2014,9,26,25.4,22.55
2014,9,27,26.59,22.91
2014,9,28,25.23,23.71
2014,9,29,26.94,23.46
2014,9,30,27.31,23.75
2014,10,1,26.73,23.28
2014,10,2,24.28,22.48
2014,10,3,22.47,21.61
2014,10,4,23.32,21.59
2014,10,5,23.54,21.44
2014,10,6,25.99,22.0
2014,10,7,24.22,21.58
2014,10,8,27.4,22.67
2014,10,9,25.37,22.01
2014,10,10,25.25,22.3
2014,10,11,26.18,22.58
2014,10,12,27.59,21.58
2014,10,13,23.01,20.16
2014,10,14,21.91,19.55
2014,10,15,21.89,19.46
2014,10,16,23.98,19.83
2014,10,17,26.49,21.32
2014,10,18,26.72,22.19
2014,10,19,26.94,22.65
2014,10,20,26.52,22.46
2014,10,21,25.04,21.98
2014,10,22,23.1,20.33
2014,10,23,22.01,19.71
2014,10,24,22.69,19.65
2014,10,25,23.77,20.4
2014,10,26,25.0,20.52
2014,10,27,22.6,20.37
2014,10,28,21.8,19.49
2014,10,29,22.53,19.55
2014,10,30,22.28,19.07
2014,10,31,21.94,18.39
2014,11,1,21.34,18.35
2014,11,2,22.27,17.94
2014,11,3,22.37,18.27
2014,11,4,23.38,16.28
2014,11,5,18.22,16.49
2014,11,6,17.71,16.63
2014,11,7,19.4,17.03
2014,11,8,21.18,18.0
2014,11,9,20.13,16.29
